,Sentence,Polarity,sentiment_scores,pred_polarity
2133,But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,0,0.765,1
2134,But this movie is definitely a below average rent.  ,0,0.4019,1
2136," In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  	1
Ray Charles is legendary.  	1
Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  	1
Hitchcock is a great director.  	1
Ironically I mostly find his films a total waste of time to watch.  	0
Secondly, Hitchcock pretty much perfected the thriller and chase movie.  	1
It's this pandering to the audience that sabotages most of his films.  	0
Hence the whole story lacks a certain energy.  	0
The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  	0
There are the usual Hitchcock logic flaws.  	0
Mishima is extremely uninteresting.  	0
This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  	0
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  	0
And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  	0
He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  	0
Schrader has made a resume full of lousy, amateurish films.  	0
When I first watched this movie, in the 80s, I loved it.  	1
I was totally fascinated by the music, the dancing... everything.  	1
However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  	0
I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  	0
The character developments also lacked in depth.  	0
Woa, talk about awful.  	0
Do not waste your time.  	0
It was just too horrible.  	0
The worst, sappiest dialogue... I could go on and on.  	0
But what really made it unwatchable was the direction.  	0
The poor actors.  	0
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  	0
If you check the director's filmography on this site you will see why this film didn't have a chance.  	0
This would not even be good as a made for TV flick.  	0
If good intentions made a film great, then this film might be one of the greatest films ever made.  	1
The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  	1
Regrettably, the film fails.  	0
The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  	0
No actress has been worse used that June Allison in this movie.  	0
Yet, I enjoy watching it.  	1
Unfortunately, this is a bad movie that is just plain bad.  	0
Bad script, bad direction and horrible acting make this one plain bad!  	0
The dialogue sucked.  	0
The cinematography-if it can be called that-sucked.  	0
The soundtrack sucked.  	0
The acting sucked.  	0
The concert sequences just sucked.  	0
That was nice.  	1
That was funny.  	1
It was so funny.  	1
Overall, this movie was cheap trash.  	0
But this movie is not funny, considering the ridiculousness of it.  	0
I came out of it feeling angry.  	0
***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  	1
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  	1
Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  	1
And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  	1
All things considered, a job very well done.  	1
Thanks good a movie like this was done and released.  	1
One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  	1
It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  	1
The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  	1
It is an excellent drama, an excellent thriller, and an excellent film.  	1
Up there with the best of Melville.  	1
Everything about this film is simply incredible.  	1
You truly take this journey through the eyes and soul of a child.  	1
BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  	1
The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  	1
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  	1
I'm not sure what he was trying to do with this film.  	0
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  	0
There is a lot of beautiful places.  	1
It was forced, like everything in this movie.  	0
Again, lame.  	0
Here's where the movie really pi**ed me off.  	0
And don't even get me started on the jerky camerawork.  	0
When I saw it in the theater I thought I was going to be sick.  	0
Summary: The witticisms weren't witty.  	0
The plot - well, I said I'd let that one go.  	0
The acting was bad.  	0
Really bad.  	0
Even Billy Bob couldn't rise above the script, which was worse.  	0
Camerawork - again, bad.  	0
Rating: 1 out of 10.  	0
An AMAZING finale to possibly the BEST trilogy of all time!  	1
Kieslowski never ceases to amaze me.  	1
He is one of my favourite directors, and one of the most talented directors in the history of cinema.  	1
His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  	1
Three of the most visually appealing movies i've ever seen.  	1
And his subtle connections between the three films are awesome.  	1
I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  	1
I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  	1
I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  	1
10 out of 10 for both the movie and trilogy.  	1
I literally vomited while watching this film.  	0
I think i was one of the people who found this another one of roth's pearls.  	1
his performance, as awarded, was stunning.  	1
the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  	1
In a most wonderful location lies a story of contrast.  	1
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  	1
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  	0
But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap"".  ",0,0.9989,1
2137,"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",0,0.3291,1
2138,"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",0,0.51,1
2149," I love it.  	1
The ending is so, SO perfect... you'll shed a tear.  	1
I am so thrilled after seeing a movie like this.  	1
I will never forget it now.  	1
It is not just a cult... it is a cult CLASSIC.  	1
Which has more depth and character than the man underneath it.  	0
The Malta settings are as dry and as barren as the dialogue.  	0
This movie is terrible.  	0
The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  	0
For those that haven't seen it, don't waste your time!  	0
To call this movie a drama is ridiculous!  	0
Started watching this but didn't believe in any of the characters.  	0
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  	0
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  	0
The characters were very 'stagey' and the storyline was a lot like a stage farce.  	0
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  	0
Glad I didn't pay to see it.  	0
Didn't laugh or even smile once.  	0
But it wasn't anything at all just one big yawn...  	0
It is a really good show to watch.  	1
It is very educational for children 1 to 8 years old.  	1
Barney is definitely super DE duper.  	1
is pretty funny.  	1
Babie Bop is very cute.  	1
The kids are very cool too.  	1
 But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",0,0.9934,1
2151,The guy who said he's had better dialogue with his potted plants has it right.  ,0,0.4404,1
2157,I must say I have taped most of the episodes and i find myself watching them over and over again.  ,1,0.0,0
2158,Now you know why I gave it a 10+!  ,1,0.0,0
2167,This movie has a cutting edge to it.  ,1,-0.128,0
2176,"If you see it, you should probably just leave it on the shelf.  ",0,0.7003,1
2183,"God, and I can never get that 90 minutes back!  ",0,0.6588,1
2186,They could be used as exemplars for any set designer.  ,1,0.0,0
2188,"After watching this film, I wanted to learn more about the works of this artist.  ",1,0.0,0
2194,"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",1,-0.7777,0
2199,"Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  ",0,0.1531,1
